pixel_id,latitude,longitude,classe_pixel,classe_pixel_significado,categoria_agua,qualidade_pixel,distancia_min_exutorio_m,janela_2km,janela_5km,janela_10km
24169,-15.57836640722771,-47.931088176829746,1,land,terra,1,4904.572804284033,False,True,True
24170,-15.5781569705168,-47.932454860526036,1,land,terra,3,4785.943411715727,False,True,True
24171,-15.578018656357537,-47.933357401575904,1,land,terra,1,4708.5319730875,False,True,True
24172,-15.577858040536412,-47.93440543259254,1,land,terra,1,4619.627184884706,False,True,True
24173,-15.577595497069131,-47.93611846661776,1,land,terra,3,4476.747861694256,False,True,True
24174,-15.577464789139551,-47.936971273000154,1,land,terra,2051,4406.822835787938,False,True,True
24175,-15.577360871992102,-47.937649266949116,1,land,terra,2049,4351.838061922022,False,True,True
24176,-15.578020197261203,-47.933347387524975,1,land,terra,2051,4709.387164413211,False,True,True
24177,-15.578033461044917,-47.93326085029844,1,land,terra,2049,4716.7771460201675,False,True,True
24178,-15.577951429169017,-47.9337961298985,1,land,terra,2049,4671.18327115599,False,True,True
24179,-15.577589752248741,-47.936156846792244,1,land,terra,1,4473.594754319679,False,True,True
24180,-15.577429997794786,-47.937199168296274,1,land,terra,3,4388.291380116102,False,True,True
24181,-15.577375603485946,-47.93755406660915,1,land,terra,0,4359.537463229308,False,True,True
24182,-15.577217598958423,-47.93858492404604,1,land,terra,0,4276.893045704816,False,True,True
24183,-15.577131148596067,-47.93914894090824,1,land,terra,0,4232.247722563676,False,True,True
24184,-15.577232489632008,-47.93848782072968,2,land_near_water,terra_proxima_agua,0,4284.621522214041,False,True,True
24185,-15.577098212271306,-47.93936386326908,3,water_near_land,agua,4,4215.346009499589,False,True,True
24186,-15.5771620380248,-47.93894748981057,2,land_near_water,terra_proxima_agua,0,4248.147138149219,False,True,True
24187,-15.5772592923435,-47.938313015746814,1,land,terra,2,4298.564281507214,False,True,True
24188,-15.577286443534627,-47.938135892221396,1,land,terra,0,4312.730752486074,False,True,True
24189,-15.577221008298903,-47.938562809492566,1,land,terra,0,4278.653665061728,False,True,True
24190,-15.577244720427773,-47.93840812274976,1,land,terra,0,4290.974499040562,False,True,True
24191,-15.577249836131244,-47.938374759658586,1,land,terra,0,4293.635996349658,False,True,True
24192,-15.577288202859126,-47.9381244617382,1,land,terra,0,4313.64694361046,False,True,True
24193,-15.577320283785868,-47.937915171339405,1,land,terra,1,4330.43959983349,False,True,True
24194,-15.577305854532002,-47.93800932047765,1,land,terra,1,4322.8788982395445,False,True,True
24195,-15.577472016127272,-47.93692524992912,1,land,terra,3,4410.589795565167,False,True,True
24196,-15.576775677166996,-47.941468098051935,1,land,terra,3,4053.2500775907033,False,True,True
24197,-15.576747177425265,-47.941654023971296,1,land,terra,1,4039.237338989948,False,True,True
24198,-15.57682894531161,-47.94112063027211,1,land,terra,3,4079.5776641405855,False,True,True
24199,-15.576850273768677,-47.94098150873146,1,land,terra,2049,4090.169180102862,False,True,True
24200,-15.576842191136176,-47.941034250618486,1,land,terra,2049,4086.1507948518733,False,True,True
24201,-15.576814351096372,-47.94121587958114,1,land,terra,2049,4072.3434402209946,False,True,True
24202,-15.57681925870418,-47.94118388132273,1,land,terra,2049,4074.7726533584273,False,True,True
24203,-15.576874582300157,-47.940823001307365,1,land,terra,2051,4102.271889720851,False,True,True
24204,-15.576946292149843,-47.940355225668334,1,land,terra,2051,4138.197824938765,False,True,True
24205,-15.575809592676189,-47.947771863206185,1,land,terra,1,3611.0664036882104,False,True,True
24206,-15.575915309019626,-47.94708237698785,1,land,terra,0,3655.7888599274056,False,True,True
24207,-15.57585551325027,-47.94747238386287,1,land,terra,0,3630.3695719919897,False,True,True
24208,-15.575774443399983,-47.94800113916899,1,land,terra,0,3596.4179865680244,False,True,True
24209,-15.57573984978047,-47.94822677303273,1,land,terra,1,3582.1127584153055,False,True,True
24210,-15.575594103506715,-47.949177326890954,2,land_near_water,terra_proxima_agua,1,3523.0832833181994,False,True,True
24211,-15.575572566058671,-47.94931780769571,3,water_near_land,agua,5,3514.5331260028397,False,True,True
24212,-15.575545107285198,-47.94949690879116,2,land_near_water,terra_proxima_agua,3,3503.6985977681393,False,True,True
24213,-15.57593040231503,-47.94698406319378,1,land,terra,3,3662.2481301380867,False,True,True
24214,-15.57569085614649,-47.94854643567413,1,land,terra,1,3562.0383933876783,False,True,True
24215,-15.561888555459127,-48.03846211797714,1,land,terra,1,6488.759396625993,False,False,True
24216,-15.561964808879093,-48.03796627064895,1,land,terra,0,6441.638587630906,False,False,True
24217,-15.562060436671263,-48.037344426009895,1,land,terra,0,6382.6958909484665,False,False,True
24218,-15.562059252711409,-48.03735213171683,1,land,terra,1,6383.425279727822,False,False,True
24219,-15.562087985793315,-48.03716528953913,1,land,terra,0,6365.748109816468,False,False,True
24220,-15.562142332202912,-48.036811882977986,1,land,terra,2,6332.355441679064,False,False,True
24221,-15.562236734590288,-48.03619798374592,1,land,terra,0,6274.486081025573,False,False,True
24222,-15.562352078962864,-48.035448155615256,1,land,terra,2051,6204.046685030175,False,False,True
24223,-15.562362916253871,-48.03537768252363,1,land,terra,3,6197.440219776907,False,False,True
24224,-15.56230657623426,-48.035744082319184,1,land,terra,2051,6231.814743364961,False,False,True
24225,-15.561319143828078,-48.04216491800685,1,land,terra,3,6843.8085276011025,False,False,True
24226,-15.561512958137868,-48.04090474208824,1,land,terra,3,6722.374387104614,False,False,True
24227,-15.561857552824728,-48.03866406330661,1,land,terra,3,6507.982632689618,False,False,True
24228,-15.561777909370683,-48.03918195467736,1,land,terra,2,6557.354163863882,False,False,True
24229,-15.561767354703058,-48.0392505915396,1,land,terra,2,6563.905838944816,False,False,True
24230,-15.561734186942207,-48.03946626911352,1,land,terra,0,6584.50570534004,False,False,True
24231,-15.561855382411615,-48.03867819765703,2,land_near_water,terra_proxima_agua,0,6509.3287134558095,False,False,True
24232,-15.561764672927525,-48.03926804577242,2,land_near_water,terra_proxima_agua,0,6565.572311893417,False,False,True
24233,-15.561606216097159,-48.04029839690236,1,land,terra,0,6664.160484048149,False,False,True
24234,-15.561626130113346,-48.04016891574685,1,land,terra,0,6651.7478880227745,False,False,True
24235,-15.56160181100818,-48.040327050629685,1,land,terra,1,6666.908307421601,False,False,True
24236,-15.56152725228483,-48.04081185228421,1,land,terra,1,6713.447257032949,False,False,True
24237,-15.56150928390284,-48.04092869089101,1,land,terra,1,6724.676908418465,False,False,True
24238,-15.561480003657131,-48.04111907998856,1,land,terra,1,6742.986856427183,False,False,True
24239,-15.56149407198607,-48.04102761199192,1,land,terra,2049,6734.188589417578,False,False,True
24240,-15.56136858940668,-48.04184350833111,1,land,terra,2049,6812.78091976617,False,False,True
24241,-15.562332827005951,-48.03557345838698,1,land,terra,1,6215.799797376329,False,False,True
24242,-15.56172564137444,-48.039522119529124,1,land,terra,1,6589.844808215959,False,False,True
24243,-15.561743141239555,-48.03940833527497,1,land,terra,1,6578.972099132962,False,False,True
24244,-15.561733651183774,-48.039470051497005,1,land,terra,1,6584.868833348844,False,False,True
24245,-15.561587195267421,-48.04042236536014,1,land,terra,1,6676.052435840654,False,False,True
24246,-15.561886845785121,-48.03847391155455,1,land,terra,1,6489.885359642635,False,False,True
24247,-15.561954067102834,-48.03803679936874,1,land,terra,0,6448.33848573225,False,False,True
24248,-15.561851814925788,-48.03870172014217,1,land,terra,0,6511.570728753959,False,False,True
24249,-15.561807079969498,-48.03899262047457,1,land,terra,1,6539.293611086038,False,False,True
24250,-15.561807381801943,-48.0389906657324,1,land,terra,1,6539.10725127051,False,False,True
24251,-15.561566141740713,-48.040559307755984,2,land_near_water,terra_proxima_agua,1,6689.194413754621,False,False,True
24252,-15.561827700080233,-48.0388585621713,6,low_coh_water_near_land,agua,5,6526.513576143395,False,False,True
24253,-15.562044718371933,-48.037447361434836,2,land_near_water,terra_proxima_agua,1,6392.445264791897,False,False,True
24254,-15.562065393497862,-48.03731292245055,2,land_near_water,terra_proxima_agua,1,6379.718684031403,False,False,True
24255,-15.56158081690092,-48.0404639227516,1,land,terra,1,6680.040192892961,False,False,True
24256,-15.561544329552484,-48.040701189403364,1,land,terra,2,6702.818123948534,False,False,True
24257,-15.561663525535765,-48.039926166322346,1,land,terra,1,6628.497077611343,False,False,True
24258,-15.561707338555758,-48.03964130072643,1,land,terra,1,6601.239874681492,False,False,True
24259,-15.56188545268576,-48.03848313292514,1,land,terra,1,6490.763663694464,False,False,True
24260,-15.561135536275268,-48.04335921814061,1,land,terra,1,6959.43089649491,False,False,True
24261,-15.561333247586926,-48.04207399907608,1,land,terra,1,6835.031811122847,False,False,True
24262,-15.561333264790255,-48.042074019233155,1,land,terra,3,6835.034464564237,False,False,True
24263,-15.561274827005025,-48.04245410115328,1,land,terra,1,6871.763148281566,False,False,True
24264,-15.560454304599267,-48.0477915152851,1,land,terra,1,7392.663611423383,False,False,True
24265,-15.560508078490948,-48.047441951583664,1,land,terra,3,7358.277431042232,False,False,True
24266,-15.560585689471964,-48.04693742290726,1,land,terra,0,7308.710673939915,False,False,True
24267,-15.560539141400206,-48.04724002805887,1,land,terra,1,7338.43073253394,False,False,True
24268,-15.560598096767833,-48.046856773968955,1,land,terra,1,7300.794469772256,False,False,True
24269,-15.560636829624812,-48.04660498091687,1,land,terra,1,7276.091837567862,False,False,True
24270,-15.560648177768154,-48.04653121321371,1,land,terra,1,7268.8583629040995,False,False,True
24271,-15.56064745372763,-48.04653592593377,1,land,terra,1,7269.320460869068,False,False,True
24272,-15.560641226317694,-48.046576415681784,1,land,terra,1,7273.29068043762,False,False,True
24273,-15.560589443980332,-48.046913084959556,1,land,terra,1,7306.321867230219,False,False,True
24274,-15.560575478911336,-48.047003876866995,1,land,terra,0,7315.235415616319,False,False,True
24275,-15.560478232740133,-48.0476360589451,1,land,terra,0,7377.36759929812,False,False,True
24276,-15.56028349858155,-48.048901948592686,1,land,terra,2,7502.127700335769,False,False,True
24277,-15.560310021970794,-48.04872954180439,1,land,terra,1,7485.109620350106,False,False,True
24278,-15.56047968131478,-48.04762666377593,1,land,terra,1,7376.4434687359335,False,False,True
24279,-15.560387841494386,-48.04822368868116,1,land,terra,1,7435.22528666022,False,False,True
24280,-15.56022025686617,-48.04931360755995,1,land,terra,0,7542.79783103789,False,False,True
24281,-15.560202366950207,-48.04942990597556,1,land,terra,0,7554.295285686351,False,False,True
24282,-15.560302684018003,-48.04877781399091,1,land,terra,0,7489.87634044947,False,False,True
24283,-15.560416554260968,-48.048037603775754,1,land,terra,0,7416.895471974452,False,False,True
24284,-15.560415090575688,-48.04804712602805,1,land,terra,1,7417.833367676231,False,False,True
24285,-15.560450452775381,-48.047817256534756,1,land,terra,1,7395.200466038621,False,False,True
24286,-15.560442469444512,-48.04786916083532,1,land,terra,1,7400.309669277299,False,False,True
24287,-15.560462906023108,-48.047736316852884,1,land,terra,1,7387.234837493158,False,False,True
24288,-15.560440589093266,-48.04788139911767,1,land,terra,1,7401.51451981661,False,False,True
24289,-15.560499556629066,-48.04749807657481,1,land,terra,3,7363.799446865732,False,False,True
24290,-15.560533938927815,-48.047274572828314,1,land,terra,2049,7341.828697592934,False,False,True
24291,-15.560539459701832,-48.047238690635254,1,land,terra,2049,7338.302820727817,False,False,True
24292,-15.560614693804933,-48.046749613028624,1,land,terra,2051,7290.282452250129,False,False,True
24293,-15.560531827281578,-48.04728832165069,1,land,terra,2051,7343.179908652145,False,False,True
24294,-15.560648763940454,-48.046528140209205,1,land,terra,2049,7268.560650801859,False,False,True
24295,-15.560490898464993,-48.04755440341075,1,land,terra,2051,7369.338974180093,False,False,True
24296,-15.560473355122694,-48.04766845434119,1,land,terra,2049,7380.5578939189,False,False,True
24297,-15.585766090015722,-47.881451670399315,6,low_coh_water_near_land,agua,12,9772.84507950969,False,False,True
24298,-15.58571709490474,-47.88177192706496,6,low_coh_water_near_land,agua,12,9739.610135074965,False,False,True
24299,-15.585639773551767,-47.8822773247349,6,low_coh_water_near_land,agua,12,9687.184269696321,False,False,True
24300,-15.58564098068987,-47.88226944608175,6,low_coh_water_near_land,agua,12,9688.001412682515,False,False,True
24301,-15.579149931001867,-47.924674906829694,1,land,terra,2049,5466.267201786128,False,False,True
24302,-15.579078296823583,-47.92514246365807,1,land,terra,2049,5423.223770894919,False,False,True
24303,-15.578986548641073,-47.925741293186604,1,land,terra,2049,5368.293626649076,False,False,True
24304,-15.578956325356035,-47.925938556949745,1,land,terra,2049,5350.248635929643,False,False,True
24305,-15.579108879602602,-47.92494286351308,2,land_near_water,terra_proxima_agua,2049,5441.582784254814,False,False,True
24306,-15.579956626851667,-47.91940916145126,1,land,terra,2051,5959.484606559208,False,False,True
24307,-15.579919026557246,-47.91965462414629,1,land,terra,2049,5936.178250003807,False,False,True
24308,-15.579791961479774,-47.9204841081426,1,land,terra,2049,5857.632366587598,False,False,True
24309,-15.579561913726515,-47.92198580488787,1,land,terra,1,5716.303312126765,False,False,True
24310,-15.579201825231438,-47.924336227571644,1,land,terra,3,5497.529356384233,False,False,True
24311,-15.579126564856457,-47.924827461219365,1,land,terra,1,5452.208777500417,False,False,True
24312,-15.579925919769416,-47.91960965271045,1,land,terra,3,5940.446409411609,False,False,True
24313,-15.579881581397885,-47.91989910677103,1,land,terra,1,5912.9936084363535,False,False,True
24314,-15.579907718962833,-47.91972849072084,1,land,terra,3,5929.17078309839,False,False,True
24315,-15.579321545151574,-47.92355484663176,1,land,terra,3,5569.913579429596,False,False,True
24316,-15.57911530070402,-47.92490142416642,1,land,terra,1,5445.402627269829,False,False,True
24317,-15.579149431287913,-47.92467866281248,1,land,terra,0,5465.926389803947,False,False,True
24318,-15.57898810445384,-47.92573163361272,1,land,terra,1,5369.183466762981,False,False,True
24319,-15.578711207586963,-47.92753883226936,1,land,terra,1,5204.817558920644,False,False,True
24320,-15.578662896006133,-47.927854138745715,1,land,terra,3,5176.368972138493,False,False,True
24321,-15.577245839018708,-47.93710311937491,1,land,terra,2049,4379.120322471404,False,True,True
24322,-15.577604497019504,-47.934763031537955,1,land,terra,3,4573.104695051774,False,True,True
24323,-15.577602099560815,-47.93477868232475,1,land,terra,1,4571.787755640546,False,True,True
24324,-15.57756767370092,-47.93500331261623,1,land,terra,1,4552.9129034257085,False,True,True
24325,-15.57728349684425,-47.936857457611666,1,land,terra,3,4399.1963696106195,False,True,True
24326,-15.57731470816257,-47.93665383026496,1,land,terra,2049,4415.890191845741,False,True,True
24327,-15.577308016638609,-47.93669749686018,1,land,terra,2049,4412.306408774466,False,True,True
24328,-15.578110528537184,-47.93146112655887,1,land,terra,2051,4856.301450105479,False,True,True
24329,-15.578074061813432,-47.931699099771606,1,land,terra,2049,4835.555420600294,False,True,True
24330,-15.57807039914877,-47.9317230096641,1,land,terra,2051,4833.473831722778,False,True,True
24331,-15.577992356403781,-47.93223228533083,1,land,terra,2049,4789.25410516843,False,True,True
24332,-15.577867341979161,-47.93304808697957,1,land,terra,1,4718.90862082698,False,True,True
24333,-15.57728422206909,-47.93685364920242,1,land,terra,0,4399.52017320138,False,True,True
24334,-15.577088580142968,-47.938130079226084,1,land,terra,0,4295.990021455989,False,True,True
24335,-15.577058625487638,-47.93832551855786,1,land,terra,0,4280.314039347282,False,True,True
24336,-15.577118893781718,-47.937932337961,2,land_near_water,terra_proxima_agua,0,4311.899662555234,False,True,True
24337,-15.576968715542726,-47.93891213170417,6,low_coh_water_near_land,agua,4,4233.553788227484,False,True,True
24338,-15.577006006479522,-47.93866887063757,2,land_near_water,terra_proxima_agua,0,4252.891636653815,False,True,True
24339,-15.577052995716135,-47.938362330285436,1,land,terra,0,4277.3678517965955,False,True,True
24340,-15.577079409837262,-47.93819001557762,1,land,terra,0,4291.178887984456,False,True,True
24341,-15.577034706355118,-47.9384816767714,1,land,terra,0,4267.8246526671455,False,True,True
24342,-15.577063055877732,-47.93829673483572,1,land,terra,0,4282.621364451952,False,True,True
24343,-15.577055632353465,-47.93834517836109,1,land,terra,0,4278.741547396839,False,True,True
24344,-15.577099317695588,-47.93806018264007,1,land,terra,2,4301.610074224252,False,True,True
24345,-15.577055505707486,-47.93834602772142,1,land,terra,3,4278.6738534029,False,True,True
24346,-15.577047742315813,-47.93839668764491,1,land,terra,1,4274.619731031002,False,True,True
24347,-15.576949963501212,-47.939034606670816,1,land,terra,1,4223.848864811483,False,True,True
24348,-15.576833973548014,-47.939791317584536,1,land,terra,3,4164.317463260758,False,True,True
24349,-15.576775458479883,-47.94017306437047,1,land,terra,1,4134.580481029479,False,True,True
24350,-15.576705523175843,-47.94062930727034,1,land,terra,1,4099.308232222822,False,True,True
24351,-15.576699112032877,-47.94067114307359,1,land,terra,2049,4096.088888424203,False,True,True
24352,-15.5766572319455,-47.9409443650963,1,land,terra,2051,4075.1252489590815,False,True,True
24353,-15.576646149706587,-47.94101667734469,1,land,terra,2049,4069.5952764448225,False,True,True
24354,-15.576642290536128,-47.941041870561946,1,land,terra,2051,4067.670627342372,False,True,True
24355,-15.576766385765174,-47.94023234716906,1,land,terra,1,4129.981975273297,False,True,True
24356,-15.575632021310707,-47.947633795453726,1,land,terra,1,3600.410137169967,False,True,True
24357,-15.575685046475945,-47.947287969330034,1,land,terra,3,3622.902969053237,False,True,True
24358,-15.575744315420131,-47.94690141591798,1,land,terra,1,3648.338857958023,False,True,True
24359,-15.575588316891288,-47.94791886787368,1,land,terra,3,3582.0596763507624,False,True,True
24360,-15.575549096535712,-47.948174672723496,1,land,terra,1,3565.7417069975468,False,True,True
24361,-15.575519534108844,-47.94836748780176,1,land,terra,1,3553.53617280459,False,True,True
24362,-15.57552739527277,-47.94831622967332,1,land,terra,1,3556.7731647798705,False,True,True
24363,-15.57540649947595,-47.949104706613184,2,land_near_water,terra_proxima_agua,3,3507.6314858097476,False,True,True
24364,-15.575539935420862,-47.94823447531275,1,land,terra,3,3561.948156093303,False,True,True
24365,-15.575584857274483,-47.947941514457455,1,land,terra,3,3580.6105664921606,False,True,True
24366,-15.57551304111734,-47.948409916857315,1,land,terra,3,3550.8625228385135,False,True,True
24367,-15.575546622583103,-47.948190932257944,1,land,terra,1,3564.711181931705,False,True,True
24368,-15.561890733712234,-48.03715551043291,1,land,terra,2,6357.134157950766,False,False,True
24369,-15.561966868746167,-48.03666041032421,1,land,terra,0,6310.284943551138,False,False,True
24370,-15.56195651670016,-48.03672773510834,1,land,terra,0,6316.649106599307,False,False,True
24371,-15.56197840438622,-48.03658540387039,1,land,terra,0,6303.197174858736,False,False,True
24372,-15.561985679846169,-48.03653809780917,1,land,terra,2,6298.728295035498,False,False,True
24373,-15.561691400939855,-48.038452098222024,1,land,terra,1,6480.3403047885395,False,False,True
24374,-15.562099797772017,-48.03579632344293,1,land,terra,3,6228.792290210456,False,False,True
24375,-15.561207691148223,-48.04159734749522,1,land,terra,3,6782.080598718989,False,False,True
24376,-15.561300573851756,-48.0409934251208,1,land,terra,3,6723.844782667613,False,False,True
24377,-15.56129394447426,-48.0410365359287,1,land,terra,1,6727.9974345706405,False,False,True
24378,-15.561533021682397,-48.039481996412746,1,land,terra,3,6578.711064848321,False,False,True
24379,-15.561785953714443,-48.037837282823716,1,land,terra,1,6421.828687063067,False,False,True
24380,-15.561635194820946,-48.03881762628191,1,land,terra,2,6515.203676754102,False,False,True
24381,-15.56160493628584,-48.03901439008548,1,land,terra,0,6533.993580826913,False,False,True
24382,-15.561647060859654,-48.038740478080626,2,land_near_water,terra_proxima_agua,0,6507.84089334163,False,False,True
24383,-15.561593776993739,-48.03908696551673,3,water_near_land,agua,4,6540.928238690834,False,False,True
24384,-15.561591675319006,-48.03910063759747,3,water_near_land,agua,4,6542.234883299356,False,False,True
24385,-15.561541816019576,-48.039424852875754,2,land_near_water,terra_proxima_agua,0,6573.241843284505,False,False,True
24386,-15.561489376005056,-48.039765845500256,1,land,terra,0,6605.899208041348,False,False,True
24387,-15.561473682549858,-48.03986789601106,1,land,terra,0,6615.681800428455,False,False,True
24388,-15.561343845712534,-48.040712135992635,1,land,terra,0,6696.767485644364,False,False,True
24389,-15.561350098096582,-48.040671488169096,1,land,terra,3,6692.857141153707,False,False,True
24390,-15.561338371448095,-48.040747743228565,1,land,terra,1,6700.193541336958,False,False,True
24391,-15.561386273591049,-48.040436280108395,1,land,terra,3,6670.24232607249,False,False,True
24392,-15.561285832716816,-48.0410893696627,1,land,terra,3,6733.088054770954,False,False,True
24393,-15.561242784309485,-48.04136927958791,1,land,terra,1,6760.07276398452,False,False,True
24394,-15.561159429308944,-48.041911258308744,1,land,terra,1,6812.404712973811,False,False,True
24395,-15.56109108190344,-48.04235589816381,1,land,terra,1,6855.419039470881,False,False,True
24396,-15.56103335137235,-48.042731262389,1,land,terra,1,6891.785534192268,False,False,True
24397,-15.56104947808401,-48.0426264241641,1,land,terra,1,6881.62354811129,False,False,True
24398,-15.56203459761831,-48.036220748971914,1,land,terra,1,6268.780269127162,False,False,True
24399,-15.561892267331167,-48.03714634452285,1,land,terra,1,6356.270604622892,False,False,True
24400,-15.561712914733263,-48.03831266043727,1,land,terra,3,6467.058548647671,False,False,True
24401,-15.561693936930446,-48.038436086926765,1,land,terra,1,6478.8172299028765,False,False,True
24402,-15.561720772472537,-48.0382616709241,1,land,terra,1,6462.203396437771,False,False,True
24403,-15.561734952708163,-48.03816965736422,1,land,terra,1,6453.444816122305,False,False,True
24404,-15.561709484719696,-48.03833531941132,2,land_near_water,terra_proxima_agua,1,6469.218780302852,False,False,True
24405,-15.561730013809454,-48.038201865089945,2,land_near_water,terra_proxima_agua,1,6456.511118240369,False,False,True
24406,-15.561447453073916,-48.04003925134526,6,low_coh_water_near_land,agua,5,6632.121659634019,False,False,True
24407,-15.561746663270903,-48.0380936546818,2,land_near_water,terra_proxima_agua,1,6446.212927524991,False,False,True
24408,-15.56145816630986,-48.03996964124059,1,land,terra,0,6625.443954384263,False,False,True
24409,-15.561415114339837,-48.040249602726476,1,land,terra,1,6652.313536910391,False,False,True
24410,-15.561249177688728,-48.041328682780374,1,land,terra,1,6756.162469773839,False,False,True
24411,-15.561301201604099,-48.040990459230386,1,land,terra,1,6723.565186019588,False,False,True
24412,-15.560905745539758,-48.04356169074612,1,land,terra,3,6972.418610449874,False,False,True
24413,-15.560073566423073,-48.048974501715634,1,land,terra,3,7503.366636638951,False,False,True
24414,-15.56010377755094,-48.04877812840397,1,land,terra,1,7483.954367108644,False,False,True
24415,-15.560107460385598,-48.04875419719389,1,land,terra,1,7481.589428707342,False,False,True
24416,-15.560126205957879,-48.048632350198034,1,land,terra,0,7469.550492743403,False,False,True
24417,-15.56026871257257,-48.04770615832831,1,land,terra,1,7378.17517605034,False,False,True
24418,-15.56031807017324,-48.04738530504454,1,land,terra,2,7346.577283444343,False,False,True
24419,-15.560335082663736,-48.047274717290975,1,land,terra,1,7335.693427120972,False,False,True
24420,-15.560416197185754,-48.04674741166821,1,land,terra,1,7283.846044541151,False,False,True
24421,-15.560443521560678,-48.04656978485224,1,land,terra,1,7266.39942299594,False,False,True
24422,-15.560446624917642,-48.0465496166247,1,land,terra,1,7264.419110440744,False,False,True
24423,-15.560442549543811,-48.046576116827566,1,land,terra,1,7267.021255096318,False,False,True
24424,-15.560354200983282,-48.04715049718874,1,land,terra,1,7323.472415554219,False,False,True
24425,-15.560313741794358,-48.04741351968772,1,land,terra,1,7349.355059177514,False,False,True
24426,-15.560307108751251,-48.04745664585306,1,land,terra,1,7353.6008180214085,False,False,True
24427,-15.560255598524456,-48.047791505541575,1,land,terra,0,7386.585677740114,False,False,True
24428,-15.560137327415994,-48.04856034407078,1,land,terra,0,7462.439251255797,False,False,True
24429,-15.56010267903162,-48.04878558217024,1,land,terra,1,7484.6924440229095,False,False,True
24430,-15.560277977504189,-48.047646047696674,1,land,terra,1,7372.253725512456,False,False,True
24431,-15.560176322320707,-48.0483068772852,1,land,terra,1,7437.414024777914,False,False,True
24432,-15.560109730745781,-48.04873976366048,1,land,terra,1,7480.164614135951,False,False,True
24433,-15.560004139732815,-48.049426692228735,1,land,terra,0,7548.111359239604,False,False,True
24434,-15.559976590715952,-48.04960577501248,1,land,terra,0,7565.84536618436,False,False,True
24435,-15.559952451062802,-48.049762695042205,1,land,terra,0,7581.391667390015,False,False,True
24436,-15.559938308468954,-48.049854631160144,1,land,terra,0,7590.50294662401,False,False,True
24437,-15.560077253868661,-48.048951446766466,1,land,terra,0,7501.091189785272,False,False,True
24438,-15.560063488881877,-48.049040930730825,1,land,terra,1,7509.939998071475,False,False,True
24439,-15.560146530650535,-48.04850112714786,1,land,terra,1,7456.593845549392,False,False,True
24440,-15.560195551552395,-48.04818247055232,1,land,terra,1,7425.140393985127,False,False,True
24441,-15.56022896051587,-48.04796529825501,1,land,terra,1,7403.7204186530125,False,False,True
24442,-15.560250631386179,-48.0478244298767,2,land_near_water,terra_proxima_agua,1,7389.833539920309,False,False,True
24443,-15.560380091974663,-48.04698284512,1,land,terra,1,7306.988385529017,False,False,True
24444,-15.560380952526078,-48.04697725709809,1,land,terra,2049,7306.439022974678,False,False,True
24445,-15.560385381372944,-48.04694847213824,1,land,terra,2051,7303.609173875031,False,False,True
24446,-15.560405379607959,-48.04681847258036,1,land,terra,2049,7290.831862088691,False,False,True
24447,-15.5603241091568,-48.04734680329244,1,land,terra,2051,7342.791167877313,False,False,True
24448,-15.560266716943955,-48.047719900382845,1,land,terra,2051,7379.53277256221,False,False,True
24449,-15.560185976591235,-48.0482447695494,1,land,terra,2049,7431.287740287805,False,False,True
24450,-15.559472803367656,-48.05288045746329,1,land,terra,2051,7891.569403580086,False,False,True
24451,-15.560348452350478,-48.04718857832984,1,land,terra,2051,7327.221894723224,False,False,True
24452,-15.585886293566087,-47.87936685768807,3,water_near_land,agua,2061,9979.897679564878,False,False,True
24453,-15.585639319692072,-47.880981242328176,6,low_coh_water_near_land,agua,12,9812.020387577348,False,False,True
24454,-15.585469285834456,-47.882092649627,6,low_coh_water_near_land,agua,12,9696.601886694802,False,False,True
24455,-15.585454819717222,-47.88218721300825,6,low_coh_water_near_land,agua,12,9686.787655147558,False,False,True
24456,-15.58579699374246,-47.87995083162116,1,land,terra,1,9919.142852797047,False,False,True
24457,-15.578914751131439,-47.924912784311516,1,land,terra,2049,5429.912778530812,False,False,True
24458,-15.578857346269988,-47.925287466513964,1,land,terra,2049,5395.397254208724,False,False,True
24459,-15.57878442730787,-47.92576340150788,1,land,terra,2049,5351.680059381729,False,False,True
24460,-15.579706726925613,-47.91974317301027,2,land_near_water,terra_proxima_agua,2049,5914.193288967292,False,False,True
24461,-15.578779717861753,-47.925794153162485,6,low_coh_water_near_land,agua,2053,5348.86042040958,False,False,True
24462,-15.579360369332544,-47.92200415532329,2,land_near_water,terra_proxima_agua,2049,5700.639196826773,False,False,True
24463,-15.579661095034965,-47.920041094878684,1,land,terra,2051,5885.910881273913,False,False,True
24464,-15.579510481479982,-47.92102429942628,1,land,terra,2051,5792.875988322243,False,False,True
24465,-15.57939848853817,-47.92175540068007,1,land,terra,2049,5724.009088769545,False,False,True
24466,-15.578571791257401,-47.927151653350165,1,land,terra,2051,5225.001778003957,False,False,True
24467,-15.578574350464494,-47.927134956394184,1,land,terra,2049,5226.517876451738,False,False,True
24468,-15.578425965605776,-47.928103377013656,1,land,terra,2051,5138.907959287321,False,False,True
24469,-15.578460584387013,-47.92787745036355,1,land,terra,2049,5159.28796765489,False,False,True
24470,-15.578532350994251,-47.927409080653206,1,land,terra,2049,5201.652586698392,False,False,True
24471,-15.578742257043752,-47.92603912071377,1,land,terra,1,5326.424785195485,False,False,True
24472,-15.578920703372615,-47.924874436087634,1,land,terra,3,5433.455819740269,False,False,True
24473,-15.578932384755554,-47.924798197490475,1,land,terra,3,5440.491225383159,False,False,True
24474,-15.578864408667302,-47.92524187844839,1,land,terra,3,5399.5978535649,False,False,True
