granule_id,n_pontos,n_sim,n_nao,n_indeterminado,distribuicao_classe_pixel,distribuicao_qualidade_pixel
SWOT_L2_HR_PIXC_055_227_127L_20260829T001610_20260829T001621_PID0_01,13,0,13,0,"{""1"": 12, ""2"": 1}","{""1"": 9, ""3"": 2, ""2049"": 1, ""2"": 1}"
