rank,produto,cycle,pass,tile,data_inicio,data_fim,tamanho_mb,n_exutorios_dentro,distancia_min_m,distancia_mediana_m,tipo_geometria_usada,granule_id,download_url,motivo_rank
968,PIXC,051,130,181R,2026-06-03T02:14:25Z,2026-06-03T02:14:36Z,198.39312362670898,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_051_130_181R_20260603T021425_20260603T021436_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_051_130_181R_20260603T021425_20260603T021436_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
969,PIXC,050,436,182L,2026-05-24T03:52:19Z,2026-05-24T03:52:30Z,366.8040590286255,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_050_436_182L_20260524T035219_20260524T035230_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_050_436_182L_20260524T035219_20260524T035230_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
970,PIXC,050,227,127L,2026-05-16T16:30:47Z,2026-05-16T16:30:58Z,317.05752086639404,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_050_227_127L_20260516T163047_20260516T163058_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_050_227_127L_20260516T163047_20260516T163058_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
971,PIXC,050,130,182R,2026-05-13T05:29:31Z,2026-05-13T05:29:42Z,393.9098205566406,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_050_130_182R_20260513T052931_20260513T052942_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_050_130_182R_20260513T052931_20260513T052942_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
972,PIXC,050,130,181R,2026-05-13T05:29:21Z,2026-05-13T05:29:32Z,215.4142837524414,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_050_130_181R_20260513T052921_20260513T052932_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_050_130_181R_20260513T052921_20260513T052932_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
973,PIXC,049,436,182L,2026-05-03T07:07:15Z,2026-05-03T07:07:26Z,386.09395027160645,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_049_436_182L_20260503T070715_20260503T070726_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_049_436_182L_20260503T070715_20260503T070726_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
974,PIXC,049,227,127L,2026-04-25T19:45:43Z,2026-04-25T19:45:54Z,329.51057624816895,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_049_227_127L_20260425T194543_20260425T194554_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_049_227_127L_20260425T194543_20260425T194554_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
975,PIXC,049,130,182R,2026-04-22T08:44:27Z,2026-04-22T08:44:39Z,407.12132835388184,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_049_130_182R_20260422T084427_20260422T084439_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_049_130_182R_20260422T084427_20260422T084439_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
976,PIXC,049,130,181R,2026-04-22T08:44:17Z,2026-04-22T08:44:29Z,237.77101516723633,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_049_130_181R_20260422T084417_20260422T084429_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_049_130_181R_20260422T084417_20260422T084429_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
977,PIXC,048,436,182L,2026-04-12T10:22:10Z,2026-04-12T10:22:21Z,425.4411725997925,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_048_436_182L_20260412T102210_20260412T102221_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_048_436_182L_20260412T102210_20260412T102221_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
978,PIXC,048,227,127L,2026-04-04T23:00:37Z,2026-04-04T23:00:48Z,371.7339849472046,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_048_227_127L_20260404T230037_20260404T230048_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_048_227_127L_20260404T230037_20260404T230048_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
979,PIXC,048,130,182R,2026-04-01T11:59:21Z,2026-04-01T11:59:32Z,446.88773250579834,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_048_130_182R_20260401T115921_20260401T115932_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_048_130_182R_20260401T115921_20260401T115932_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
980,PIXC,048,130,181R,2026-04-01T11:59:11Z,2026-04-01T11:59:22Z,276.70283126831055,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_048_130_181R_20260401T115911_20260401T115922_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_048_130_181R_20260401T115911_20260401T115922_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
981,PIXC,047,436,182L,2026-03-22T13:37:06Z,2026-03-22T13:37:17Z,445.3887424468994,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_047_436_182L_20260322T133706_20260322T133717_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_047_436_182L_20260322T133706_20260322T133717_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
982,PIXC,047,227,127L,2026-03-15T02:15:33Z,2026-03-15T02:15:45Z,377.0677537918091,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_047_227_127L_20260315T021533_20260315T021545_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_047_227_127L_20260315T021533_20260315T021545_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
983,PIXC,047,130,182R,2026-03-11T15:14:18Z,2026-03-11T15:14:29Z,431.2836751937866,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_047_130_182R_20260311T151418_20260311T151429_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_047_130_182R_20260311T151418_20260311T151429_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
984,PIXC,047,130,181R,2026-03-11T15:14:08Z,2026-03-11T15:14:19Z,263.85617542266846,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_047_130_181R_20260311T151408_20260311T151419_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_047_130_181R_20260311T151408_20260311T151419_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
985,PIXC,046,436,182L,2026-03-01T16:52:00Z,2026-03-01T16:52:11Z,510.90300846099854,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_046_436_182L_20260301T165200_20260301T165211_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_046_436_182L_20260301T165200_20260301T165211_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
986,PIXC,046,227,127L,2026-02-22T05:30:26Z,2026-02-22T05:30:38Z,399.83957958221436,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_046_227_127L_20260222T053026_20260222T053038_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_046_227_127L_20260222T053026_20260222T053038_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
987,PIXC,046,130,182R,2026-02-18T18:29:10Z,2026-02-18T18:29:21Z,369.68797302246094,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_046_130_182R_20260218T182910_20260218T182921_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_046_130_182R_20260218T182910_20260218T182921_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
988,PIXC,046,130,181R,2026-02-18T18:29:00Z,2026-02-18T18:29:11Z,217.26478481292725,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_046_130_181R_20260218T182900_20260218T182911_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_046_130_181R_20260218T182900_20260218T182911_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
989,PIXC,045,436,182L,2026-02-08T20:06:53Z,2026-02-08T20:07:04Z,472.7335214614868,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_045_436_182L_20260208T200653_20260208T200704_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_045_436_182L_20260208T200653_20260208T200704_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
990,PIXC,045,227,127L,2026-02-01T08:45:21Z,2026-02-01T08:45:33Z,421.9671974182129,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_045_227_127L_20260201T084521_20260201T084533_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_045_227_127L_20260201T084521_20260201T084533_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
991,PIXC,045,130,182R,2026-01-28T21:44:06Z,2026-01-28T21:44:17Z,432.06425857543945,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_045_130_182R_20260128T214406_20260128T214417_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_045_130_182R_20260128T214406_20260128T214417_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
992,PIXC,045,130,181R,2026-01-28T21:43:56Z,2026-01-28T21:44:07Z,243.8718032836914,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_045_130_181R_20260128T214356_20260128T214407_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_045_130_181R_20260128T214356_20260128T214407_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
993,PIXC,044,436,182L,2026-01-18T23:21:49Z,2026-01-18T23:22:00Z,420.07965183258057,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_044_436_182L_20260118T232149_20260118T232200_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_044_436_182L_20260118T232149_20260118T232200_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
994,PIXC,044,227,127L,2026-01-11T12:00:17Z,2026-01-11T12:00:28Z,396.9170036315918,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_044_227_127L_20260111T120017_20260111T120028_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_044_227_127L_20260111T120017_20260111T120028_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
995,PIXC,044,130,182R,2026-01-08T00:59:01Z,2026-01-08T00:59:13Z,503.17291927337646,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_044_130_182R_20260108T005901_20260108T005913_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_044_130_182R_20260108T005901_20260108T005913_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
996,PIXC,044,130,181R,2026-01-08T00:58:51Z,2026-01-08T00:59:03Z,322.4685707092285,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_044_130_181R_20260108T005851_20260108T005903_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_044_130_181R_20260108T005851_20260108T005903_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
997,PIXC,043,436,182L,2025-12-29T02:36:45Z,2025-12-29T02:36:56Z,437.37421894073486,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_043_436_182L_20251229T023645_20251229T023656_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_043_436_182L_20251229T023645_20251229T023656_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
998,PIXC,043,227,127L,2025-12-21T15:15:12Z,2025-12-21T15:15:23Z,434.00539779663086,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_043_227_127L_20251221T151512_20251221T151523_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_043_227_127L_20251221T151512_20251221T151523_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
999,PIXC,043,130,182R,2025-12-18T04:13:55Z,2025-12-18T04:14:07Z,507.5103569030762,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_043_130_182R_20251218T041355_20251218T041407_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_043_130_182R_20251218T041355_20251218T041407_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1000,PIXC,043,130,181R,2025-12-18T04:13:45Z,2025-12-18T04:13:57Z,368.17097187042236,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_043_130_181R_20251218T041345_20251218T041357_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_043_130_181R_20251218T041345_20251218T041357_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1001,PIXC,042,436,182L,2025-12-08T05:51:39Z,2025-12-08T05:51:50Z,494.13585472106934,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_042_436_182L_20251208T055139_20251208T055150_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_042_436_182L_20251208T055139_20251208T055150_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1002,PIXC,042,227,127L,2025-11-30T18:30:08Z,2025-11-30T18:30:19Z,385.9976501464844,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_042_227_127L_20251130T183008_20251130T183019_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_042_227_127L_20251130T183008_20251130T183019_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1003,PIXC,042,130,182R,2025-11-27T07:28:52Z,2025-11-27T07:29:03Z,519.3998975753784,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_042_130_182R_20251127T072852_20251127T072903_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_042_130_182R_20251127T072852_20251127T072903_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1004,PIXC,042,130,181R,2025-11-27T07:28:42Z,2025-11-27T07:28:53Z,291.3252782821655,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_042_130_181R_20251127T072842_20251127T072853_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_042_130_181R_20251127T072842_20251127T072853_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1005,PIXC,041,436,182L,2025-11-17T09:06:35Z,2025-11-17T09:06:46Z,382.1542615890503,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_041_436_182L_20251117T090635_20251117T090646_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_041_436_182L_20251117T090635_20251117T090646_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1006,PIXC,041,227,127L,2025-11-09T21:45:04Z,2025-11-09T21:45:15Z,415.040735244751,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_041_227_127L_20251109T214504_20251109T214515_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_041_227_127L_20251109T214504_20251109T214515_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1007,PIXC,041,130,182R,2025-11-06T10:43:49Z,2025-11-06T10:44:00Z,482.32370376586914,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_041_130_182R_20251106T104349_20251106T104400_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_041_130_182R_20251106T104349_20251106T104400_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1008,PIXC,041,130,181R,2025-11-06T10:43:39Z,2025-11-06T10:43:50Z,294.5873966217041,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_041_130_181R_20251106T104339_20251106T104350_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_041_130_181R_20251106T104339_20251106T104350_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1009,PIXC,040,436,182L,2025-10-27T12:21:32Z,2025-10-27T12:21:43Z,387.3642683029175,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_040_436_182L_20251027T122132_20251027T122143_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_040_436_182L_20251027T122132_20251027T122143_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1010,PIXC,040,227,127L,2025-10-20T01:00:00Z,2025-10-20T01:00:11Z,351.64922523498535,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_040_227_127L_20251020T010000_20251020T010011_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_040_227_127L_20251020T010000_20251020T010011_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1011,PIXC,040,130,182R,2025-10-16T13:58:44Z,2025-10-16T13:58:55Z,422.42777824401855,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_040_130_182R_20251016T135844_20251016T135855_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_040_130_182R_20251016T135844_20251016T135855_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1012,PIXC,040,130,181R,2025-10-16T13:58:34Z,2025-10-16T13:58:45Z,243.71605777740479,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_040_130_181R_20251016T135834_20251016T135845_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_040_130_181R_20251016T135834_20251016T135845_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1013,PIXC,039,436,182L,2025-10-06T15:36:26Z,2025-10-06T15:36:37Z,402.64214420318604,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_039_436_182L_20251006T153626_20251006T153637_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_039_436_182L_20251006T153626_20251006T153637_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1014,PIXC,039,227,127L,2025-09-29T04:14:54Z,2025-09-29T04:15:05Z,347.89131450653076,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_039_227_127L_20250929T041454_20250929T041505_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_039_227_127L_20250929T041454_20250929T041505_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1015,PIXC,039,130,182R,2025-09-25T17:13:38Z,2025-09-25T17:13:49Z,396.8487596511841,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_039_130_182R_20250925T171338_20250925T171349_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_039_130_182R_20250925T171338_20250925T171349_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1016,PIXC,039,130,181R,2025-09-25T17:13:28Z,2025-09-25T17:13:39Z,210.60476398468018,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_039_130_181R_20250925T171328_20250925T171339_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_039_130_181R_20250925T171328_20250925T171339_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1017,PIXC,038,436,182L,2025-09-15T18:51:21Z,2025-09-15T18:51:32Z,384.2262439727783,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_038_436_182L_20250915T185121_20250915T185132_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_038_436_182L_20250915T185121_20250915T185132_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1018,PIXC,038,227,127L,2025-09-08T07:29:50Z,2025-09-08T07:30:01Z,354.0520668029785,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_038_227_127L_20250908T072950_20250908T073001_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_038_227_127L_20250908T072950_20250908T073001_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1019,PIXC,038,130,182R,2025-09-04T20:28:35Z,2025-09-04T20:28:46Z,403.5594787597656,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_038_130_182R_20250904T202835_20250904T202846_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_038_130_182R_20250904T202835_20250904T202846_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1020,PIXC,038,130,181R,2025-09-04T20:28:25Z,2025-09-04T20:28:36Z,200.1823787689209,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_038_130_181R_20250904T202825_20250904T202836_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_038_130_181R_20250904T202825_20250904T202836_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1021,PIXC,037,227,127L,2025-08-18T10:44:46Z,2025-08-18T10:44:58Z,336.20169162750244,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_037_227_127L_20250818T104446_20250818T104458_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_037_227_127L_20250818T104446_20250818T104458_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1022,PIXC,037,130,182R,2025-08-14T23:43:30Z,2025-08-14T23:43:41Z,378.0903959274292,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_037_130_182R_20250814T234330_20250814T234341_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_037_130_182R_20250814T234330_20250814T234341_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
1023,PIXC,037,130,182R,2025-08-14T23:43:30Z,2025-08-14T23:43:41Z,378.09237003326416,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_037_130_182R_20250814T234330_20250814T234341_PID0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_037_130_182R_20250814T234330_20250814T234341_PID0_02.nc,13 exutorios dentro/intersectando a geometria do granulo.
1024,PIXC,037,130,181R,2025-08-14T23:43:20Z,2025-08-14T23:43:31Z,205.03233909606934,13,0.0,0.0,bounding_box,SWOT_L2_HR_PIXC_037_130_181R_20250814T234320_20250814T234331_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_PIXC_D/SWOT_L2_HR_PIXC_037_130_181R_20250814T234320_20250814T234331_PID0_01.nc,13 exutorios dentro/intersectando a geometria do granulo.
