rank,produto,cycle,pass,tile,data_inicio,data_fim,tamanho_mb,n_exutorios_dentro,distancia_min_m,distancia_mediana_m,tipo_geometria_usada,granule_id,download_url,motivo_rank
249,RIVERSP,029,227,SA,2025-03-04T12:39:42Z,2025-03-04T12:48:28Z,6.484897613525391,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_029_227_SA_20250304T123942_20250304T124828_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_029_227_SA_20250304T123942_20250304T124828_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
250,RIVERSP,029,158,SA,2025-03-02T01:37:17Z,2025-03-02T01:46:30Z,8.511693000793457,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_029_158_SA_20250302T013717_20250302T014630_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_029_158_SA_20250302T013717_20250302T014630_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
251,RIVERSP,029,130,SA,2025-03-01T01:37:52Z,2025-03-01T01:45:19Z,8.499422073364258,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_029_130_SA_20250301T013752_20250301T014519_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_029_130_SA_20250301T013752_20250301T014519_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
252,RIVERSP,028,533,SA,2025-02-22T14:17:04Z,2025-02-22T14:26:19Z,8.211251258850098,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_533_SA_20250222T141704_20250222T142619_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_533_SA_20250222T141704_20250222T142619_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
253,RIVERSP,028,505,SA,2025-02-21T14:17:38Z,2025-02-21T14:25:27Z,5.97528076171875,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_505_SA_20250221T141738_20250221T142527_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_505_SA_20250221T141738_20250221T142527_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
254,RIVERSP,028,436,SA,2025-02-19T03:14:48Z,2025-02-19T03:23:14Z,9.055864334106445,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_436_SA_20250219T031448_20250219T032314_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_436_SA_20250219T031448_20250219T032314_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
255,RIVERSP,028,436,SA,2025-02-19T03:14:48Z,2025-02-19T03:23:14Z,10.893209457397461,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_436_SA_20250219T031448_20250219T032314_PGD0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_436_SA_20250219T031448_20250219T032314_PGD0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
256,RIVERSP,028,408,SA,2025-02-18T03:15:34Z,2025-02-18T03:22:24Z,6.156070709228516,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_408_SA_20250218T031534_20250218T032224_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_408_SA_20250218T031534_20250218T032224_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
257,RIVERSP,028,255,SA,2025-02-12T15:54:07Z,2025-02-12T16:04:14Z,10.732256889343262,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_255_SA_20250212T155407_20250212T160414_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_255_SA_20250212T155407_20250212T160414_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
258,RIVERSP,028,227,SA,2025-02-11T15:54:37Z,2025-02-11T16:03:23Z,6.574948310852051,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_227_SA_20250211T155437_20250211T160323_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_227_SA_20250211T155437_20250211T160323_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
259,RIVERSP,028,158,SA,2025-02-09T04:52:11Z,2025-02-09T05:01:24Z,8.511693000793457,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_158_SA_20250209T045211_20250209T050124_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_158_SA_20250209T045211_20250209T050124_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
260,RIVERSP,028,130,SA,2025-02-08T04:52:45Z,2025-02-08T05:00:12Z,7.99237060546875,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_130_SA_20250208T045245_20250208T050012_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_130_SA_20250208T045245_20250208T050012_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
261,RIVERSP,028,130,SA,2025-02-08T04:52:45Z,2025-02-08T05:00:12Z,8.499895095825195,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_028_130_SA_20250208T045245_20250208T050012_PGD0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_028_130_SA_20250208T045245_20250208T050012_PGD0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
262,RIVERSP,027,533,SA,2025-02-01T17:31:58Z,2025-02-01T17:41:14Z,8.184532165527344,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_027_533_SA_20250201T173158_20250201T174114_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_027_533_SA_20250201T173158_20250201T174114_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
263,RIVERSP,027,505,SA,2025-01-31T17:32:32Z,2025-01-31T17:40:22Z,5.975283622741699,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_027_505_SA_20250131T173232_20250131T174022_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_027_505_SA_20250131T173232_20250131T174022_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
264,RIVERSP,027,436,SA,2025-01-29T06:29:43Z,2025-01-29T06:38:09Z,10.893208503723145,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_027_436_SA_20250129T062943_20250129T063809_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_027_436_SA_20250129T062943_20250129T063809_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
265,RIVERSP,027,408,SA,2025-01-28T06:30:29Z,2025-01-28T06:37:20Z,6.156071662902832,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_027_408_SA_20250128T063029_20250128T063720_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_027_408_SA_20250128T063029_20250128T063720_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
266,RIVERSP,027,255,SA,2025-01-22T19:09:03Z,2025-01-22T19:19:10Z,10.732253074645996,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_027_255_SA_20250122T190903_20250122T191910_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_027_255_SA_20250122T190903_20250122T191910_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
267,RIVERSP,027,227,SA,2025-01-21T19:09:33Z,2025-01-21T19:18:20Z,6.592168807983398,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_027_227_SA_20250121T190933_20250121T191820_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_027_227_SA_20250121T190933_20250121T191820_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
268,RIVERSP,027,158,SA,2025-01-19T08:07:08Z,2025-01-19T08:16:21Z,8.511695861816406,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_027_158_SA_20250119T080708_20250119T081621_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_027_158_SA_20250119T080708_20250119T081621_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
269,RIVERSP,027,130,SA,2025-01-18T08:07:43Z,2025-01-18T08:15:10Z,8.499419212341309,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_027_130_SA_20250118T080743_20250118T081510_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_027_130_SA_20250118T080743_20250118T081510_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
270,RIVERSP,026,533,SA,2025-01-11T20:46:53Z,2025-01-11T20:56:08Z,8.184905052185059,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_026_533_SA_20250111T204653_20250111T205608_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_026_533_SA_20250111T204653_20250111T205608_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
271,RIVERSP,026,507,SA,2025-01-10T22:33:51Z,2025-01-10T22:41:59Z,0.30248546600341797,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_026_507_SA_20250110T223351_20250110T224159_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_026_507_SA_20250110T223351_20250110T224159_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
272,RIVERSP,026,505,SA,2025-01-10T20:47:27Z,2025-01-10T20:55:17Z,5.975281715393066,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_026_505_SA_20250110T204727_20250110T205517_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_026_505_SA_20250110T204727_20250110T205517_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
273,RIVERSP,026,436,SA,2025-01-08T09:44:38Z,2025-01-08T09:53:04Z,10.89321231842041,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_026_436_SA_20250108T094438_20250108T095304_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_026_436_SA_20250108T094438_20250108T095304_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
274,RIVERSP,026,408,SA,2025-01-07T09:45:24Z,2025-01-07T09:52:15Z,6.156071662902832,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_026_408_SA_20250107T094524_20250107T095215_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_026_408_SA_20250107T094524_20250107T095215_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
275,RIVERSP,026,255,SA,2025-01-01T22:23:58Z,2025-01-01T22:34:06Z,10.732257843017578,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_026_255_SA_20250101T222358_20250101T223406_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_026_255_SA_20250101T222358_20250101T223406_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
276,RIVERSP,026,227,SA,2024-12-31T22:24:29Z,2024-12-31T22:33:15Z,6.592164039611816,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_026_227_SA_20241231T222429_20241231T223315_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_026_227_SA_20241231T222429_20241231T223315_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
277,RIVERSP,026,158,SA,2024-12-29T11:22:04Z,2024-12-29T11:31:17Z,8.511693000793457,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_026_158_SA_20241229T112204_20241229T113117_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_026_158_SA_20241229T112204_20241229T113117_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
278,RIVERSP,026,130,SA,2024-12-28T11:22:39Z,2024-12-28T11:30:06Z,8.49942398071289,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_026_130_SA_20241228T112239_20241228T113006_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_026_130_SA_20241228T112239_20241228T113006_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
279,RIVERSP,025,533,SA,2024-12-22T00:01:49Z,2024-12-22T00:11:05Z,7.277010917663574,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_025_533_SA_20241222T000149_20241222T001105_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_025_533_SA_20241222T000149_20241222T001105_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
280,RIVERSP,025,505,SA,2024-12-21T00:02:35Z,2024-12-21T00:10:13Z,5.736163139343262,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_025_505_SA_20241221T000235_20241221T001013_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_025_505_SA_20241221T000235_20241221T001013_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
281,RIVERSP,025,436,SA,2024-12-18T12:59:34Z,2024-12-18T13:08:00Z,10.893211364746094,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_025_436_SA_20241218T125934_20241218T130800_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_025_436_SA_20241218T125934_20241218T130800_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
282,RIVERSP,025,408,SA,2024-12-17T13:00:20Z,2024-12-17T13:07:11Z,6.156073570251465,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_025_408_SA_20241217T130020_20241217T130711_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_025_408_SA_20241217T130020_20241217T130711_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
283,RIVERSP,025,255,SA,2024-12-12T01:38:54Z,2024-12-12T01:49:01Z,10.73224925994873,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_025_255_SA_20241212T013854_20241212T014901_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_025_255_SA_20241212T013854_20241212T014901_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
284,RIVERSP,025,227,SA,2024-12-11T01:39:24Z,2024-12-11T01:48:10Z,6.094203948974609,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_025_227_SA_20241211T013924_20241211T014810_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_025_227_SA_20241211T013924_20241211T014810_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
285,RIVERSP,025,158,SA,2024-12-08T14:36:59Z,2024-12-08T14:46:12Z,8.511691093444824,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_025_158_SA_20241208T143659_20241208T144612_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_025_158_SA_20241208T143659_20241208T144612_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
286,RIVERSP,025,130,SA,2024-12-07T14:37:34Z,2024-12-07T14:45:01Z,8.499422073364258,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_025_130_SA_20241207T143734_20241207T144501_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_025_130_SA_20241207T143734_20241207T144501_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
287,RIVERSP,024,533,SA,2024-12-01T03:16:46Z,2024-12-01T03:26:01Z,8.211250305175781,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_024_533_SA_20241201T031646_20241201T032601_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_024_533_SA_20241201T031646_20241201T032601_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
288,RIVERSP,024,505,SA,2024-11-30T03:17:20Z,2024-11-30T03:25:09Z,5.975278854370117,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_024_505_SA_20241130T031720_20241130T032509_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_024_505_SA_20241130T031720_20241130T032509_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
289,RIVERSP,024,436,SA,2024-11-27T16:14:30Z,2024-11-27T16:22:56Z,10.893210411071777,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_024_436_SA_20241127T161430_20241127T162256_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_024_436_SA_20241127T161430_20241127T162256_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
290,RIVERSP,024,408,SA,2024-11-26T16:15:17Z,2024-11-26T16:22:07Z,6.156074523925781,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_024_408_SA_20241126T161517_20241126T162207_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_024_408_SA_20241126T161517_20241126T162207_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
291,RIVERSP,024,255,SA,2024-11-21T04:53:50Z,2024-11-21T05:03:57Z,10.732253074645996,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_024_255_SA_20241121T045350_20241121T050357_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_024_255_SA_20241121T045350_20241121T050357_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
292,RIVERSP,024,227,SA,2024-11-20T04:54:20Z,2024-11-20T05:03:06Z,6.592168807983398,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_024_227_SA_20241120T045420_20241120T050306_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_024_227_SA_20241120T045420_20241120T050306_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
293,RIVERSP,024,158,SA,2024-11-17T17:51:54Z,2024-11-17T18:01:08Z,8.511693000793457,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_024_158_SA_20241117T175154_20241117T180108_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_024_158_SA_20241117T175154_20241117T180108_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
294,RIVERSP,024,130,SA,2024-11-16T17:52:29Z,2024-11-16T17:59:56Z,8.499419212341309,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_024_130_SA_20241116T175229_20241116T175956_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_024_130_SA_20241116T175229_20241116T175956_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
295,RIVERSP,023,533,SA,2024-11-10T06:31:41Z,2024-11-10T06:40:57Z,8.211249351501465,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_023_533_SA_20241110T063141_20241110T064057_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_023_533_SA_20241110T063141_20241110T064057_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
296,RIVERSP,023,505,SA,2024-11-09T06:32:15Z,2024-11-09T06:40:04Z,5.975281715393066,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_023_505_SA_20241109T063215_20241109T064004_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_023_505_SA_20241109T063215_20241109T064004_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
297,RIVERSP,023,436,SA,2024-11-06T19:29:25Z,2024-11-06T19:37:51Z,10.49349308013916,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_023_436_SA_20241106T192925_20241106T193751_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_023_436_SA_20241106T192925_20241106T193751_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
298,RIVERSP,023,436,SA,2024-11-06T19:29:25Z,2024-11-06T19:37:51Z,10.893209457397461,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_023_436_SA_20241106T192925_20241106T193751_PGD0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_023_436_SA_20241106T192925_20241106T193751_PGD0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
299,RIVERSP,023,408,SA,2024-11-05T19:30:11Z,2024-11-05T19:37:02Z,6.156075477600098,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_023_408_SA_20241105T193011_20241105T193702_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_023_408_SA_20241105T193011_20241105T193702_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
300,RIVERSP,023,255,SA,2024-10-31T08:08:44Z,2024-10-31T08:18:51Z,10.73225212097168,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_023_255_SA_20241031T080844_20241031T081851_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_023_255_SA_20241031T080844_20241031T081851_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
301,RIVERSP,023,227,SA,2024-10-30T08:09:15Z,2024-10-30T08:18:01Z,4.493441581726074,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_023_227_SA_20241030T080915_20241030T081801_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_023_227_SA_20241030T080915_20241030T081801_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
302,RIVERSP,023,158,SA,2024-10-27T21:06:50Z,2024-10-27T21:16:03Z,8.51169204711914,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_023_158_SA_20241027T210650_20241027T211603_PGD0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_023_158_SA_20241027T210650_20241027T211603_PGD0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
