n_exutorios,n_cobertura_potencial,n_suporte_riversp,n_suporte_lakesp,n_pixel_pixc_proximo,n_classe_pixc_agua_pixel_mais_proximo,n_sem_suporte_agua_na_passagem_testada,n_suporte_agua_pixc,n_indeterminado
13,13,0,0,13,0,13,0,0
